"paper_id","corpus","recipe_id","sample_id","normalization_trace_id","data_quality_tier","system_tag","route","unknown_route_flag","route_inferred_flag","T_growth_C","time_min","PL_peak_nm_final","PL_peak_nm_core","measurement_state","notes_text","stage_source","shell_present_flag","postprocess_present_flag","shell_presence_ambiguity_flag","ratio_reported_flag","ratio_definition_type","precursor_purity_reported_flag","injection_rate_reported_flag","process_sensitive_reporting_flag","caution_count","QY_percent_final","FWHM_nm_final"
"V090","I-III-VI (V-series)","NR-V090-01","V090-S05","NTR-V090-01","literature_structured","AgIn5S8/ZnS","hot_injection","0","0","180","10","565","","solution","V090-S05 c-AgIn5S8/ZnS solid solution champion. APPROVED REPRESENTATIVE per Option A cubic phase with ZnS. QY 61.3 percent (abstract + text; first report of efficient AgIn5S8 phase with ZnS shelling); PL 565 nm midpoint of 552-587 nm tunable range via [In]/[Ag] ratio x=1-6. FWHM unknown caution. Size ~5 nm TEM. Bandgap ~2.3 eV. NEW SYSTEM_TAG 'AgIn5S8' APPROVED this session (distinct from AgInS2 stoichiometry - cubic spinel-chalcopyrite hybrid structure). Hot injection method: AgNO3 + InCl3 + elemental S in oleylamine at 160C for cubic phase cores + ZnCl2 at 180C 20 min for solid solution formation. OA + OLA ligand system. LED device luminous efficacy 53 lm/W CRI 74 CCT 3700K at 60 mA. Alternative native phases rejected: o-AgInS2 1.6 percent (V090-S01), t-AgInS2 3.3 percent (V090-S02), bare c-AgIn5S8 18.8 percent (V090-S03) - all lower QY than 61.3 percent ZnS solid solution. INC-018=2 new system_tag AgIn5S8 plus new shell architecture AgIn5S8/ZnS solid solution. [HALLUC-PATCH: time 20→10. Paper experimental: 'thermal treatment for 10 min'.]","closeout","1","0","0","1","feed_molar","0","0","1","1","61.3",""
"V073","I-III-VI (V-series)","NR-V073-01","V073-S01","NTR-V073-01","literature_structured","AgZnInS","hot_injection","0","0","180","30","","","solution","V073-S01 AIZS 361 composition champion per locked Option B (3-NR multi-composition commitment within one paper, same general family as V091; NOT dual-NR; NOT V029 precedent). Precursor Ag:In:Zn=3:6:1 (0.3/0.6/0.1 mmol AgNO3/InCl3/Zn(OAc)2); XPS synthesized Ag 33.8 percent, In 57.0 percent, Zn 9.2 percent cation basis (Table 1 Main and Table S1); TEM 4.3 plus minus 0.8 nm N=80 (Fig 1A and Fig S1A); absorption onset about 750 nm (longest among 3 compositions); tau_avg 247.4 ns at 600 nm TCSPC monitor (Table S7; wavelength-dependent biexponential DAP emission); PCE 1.56 plus minus 0.02 percent averaged 3 cells (Table 3 Main and Table S12); J_sc 6.26 plus minus 0.17 mA per cm2; V_oc 0.408 plus minus 0.001 V; FF 0.61 plus minus 0.01 per SI Table S12 per-cell (0.59/0.62/0.62); main Table 3 shows FF 0.57 plus minus 0.02 minor discrepancy (SI per-cell authoritative); electron transfer rate to TiO2 about 5e11 per s (shared across 3 compositions from TA; Main Results); hot_injection reuses existing route vocabulary; system_tag AgZnInS reuses V067/V074 existing vocabulary for alloyed I-III-VI with Zn (INC-018=0, no new vocabulary). PL peak NOT numerically reported in main or SI tables (only Fig 2B spectra, excitation 450 nm); PLQY NOT reported anywhere in paper (photophysics+photovoltaics focus not QY optimization); FWHM NOT reported. Kobosko Kamat Notre Dame JPCC 2018 122:14336. caution_count=3 (PL peak unknown + QY unknown + FWHM unknown).","closeout","0","0","0","1","feed_molar_and_XPS","0","0","1","3","",""
"V073","I-III-VI (V-series)","NR-V073-02","V073-S02","NTR-V073-02","literature_structured","AgZnInS","hot_injection","0","0","180","30","","","solution","V073-S02 AIZS 262 composition champion AND paper highest-PCE champion per locked Option B (3-NR multi-composition commitment within one paper, same general family as V091; NOT dual-NR; NOT V029 precedent). Precursor Ag:In:Zn=2:6:2 (0.2/0.6/0.2 mmol); XPS synthesized Ag 22.9 percent, In 62.5 percent, Zn 14.6 percent cation basis (Table 1 Main and Table S3); TEM 3.7 plus minus 0.7 nm N=80 (Fig 1B and Fig S1B); absorption onset about 725 nm; tau_avg 309.0 ns at 600 nm TCSPC monitor longest among 3 compositions (Table S8); PCE 1.83 plus minus 0.15 percent HIGHEST in paper 3 cells averaged (1.77/2.03/1.68; Table 3 Main and Table S12); J_sc 6.78 plus minus 0.42 mA per cm2 highest; V_oc 0.471 plus minus 0.01 V; FF 0.57 plus minus 0.02; TA on TiO2 at 482 nm bleach recovery tau1=5.0 ps (40 percent) tau2=3425.8 ps (60 percent) showing efficient electron transfer (Table S10); electron transfer rate to TiO2 about 5e11 per s; IPCE wide spectrum up to 725 nm showing the broadest visible absorption among 3 compositions; AIZS 262 is paper's recommended champion for photovoltaics; hot_injection reuses existing route; system_tag AgZnInS reuses V067/V074 vocabulary (INC-018=0). PL peak NOT numerically reported; PLQY NOT reported; FWHM NOT reported. Kobosko Kamat Notre Dame JPCC 2018 122:14336. caution_count=3.","closeout","0","0","0","1","feed_molar_and_XPS","0","0","1","3","",""
"V073","I-III-VI (V-series)","NR-V073-03","V073-S03","NTR-V073-03","literature_structured","AgZnInS","hot_injection","0","0","180","30","","","solution","V073-S03 AIZS 163 composition champion per locked Option B (3-NR multi-composition commitment within one paper, same general family as V091; NOT dual-NR; NOT V029 precedent). Most Zn-rich most blue-shifted. Precursor Ag:In:Zn=1:6:3 (0.1/0.6/0.3 mmol); XPS synthesized Ag 14.3 percent, In 62.8 percent, Zn 22.9 percent cation basis (Table 1 Main and Table S5); TEM 4.0 plus minus 0.8 nm N=80 (Fig 1C and Fig S1C); absorption onset about 650 nm shortest among 3 compositions (Zn alloying blue-shifts bandgap); tau_avg 299.0 ns at 600 nm TCSPC monitor (Table S9); PCE 0.86 plus minus 0.11 percent LOWEST in paper 3 cells averaged (0.77/1.01/0.80; Table 3 Main and Table S12); J_sc 3.11 plus minus 0.29 mA per cm2 lowest (reduced visible absorption); V_oc 0.488 plus minus 0.01 V highest V_oc (consistent with Zn-induced blue-shifted Eg); FF 0.57 plus minus 0.02; TA on TiO2 at 440 nm bleach recovery tau1=9.3 ps (24 percent) tau2=961.8 ps (76 percent; Table S11); electron transfer rate to TiO2 about 5e11 per s. IPCE onset at 650 nm (shortest cutoff). hot_injection reuses existing route; system_tag AgZnInS reuses V067/V074 vocabulary (INC-018=0). PL peak NOT numerically reported; PLQY NOT reported; FWHM NOT reported. Kobosko Kamat Notre Dame JPCC 2018 122:14336. caution_count=3.","closeout","0","0","0","1","feed_molar_and_XPS","0","0","1","3","",""
"V111","I-III-VI (V-series)","NR-V111-01","V111-S06","NTR-V111-01","literature_structured","AgInGaS2","hot_injection","0","0","300","30","525","","solution","V111-S06 = AIGS one-pot 300C 30 min baseline Ga-rich representative per wave 3 green bundle 1 closeout. system_tag=AgInGaS2 route=hot_injection (reuse existing vocabulary INC-018=0). Swift S precursor injection (1.92 mmol S in OAm+DDT) into 80C preheated Ag/In/Ga/OAm mixture (0.12 mmol AgNO3 + 0.24 mmol InCl3 + 1.20 mmol Ga(acac)3 in 20 mL OAm) then heated to 300C maintain 30 min. ICP cation composition Ag/In/Ga = 25.2/25.3/49.4 at percent (Table S3). TEM size 4.8 plus minus 0.5 nm (Figure S6d). PL spectrum narrow green ~525 nm FWHM 33 nm explicit text (Figure 1a; abstract: 'Ga-rich AIGS NCs exhibited a narrow photoluminescence emission with a full width at half maximum of 29 nm' describes the +GaCl3 variant; baseline one-pot 30 min has FWHM 33 nm per Figure 1a comparison). TR-PL triexponential fit tau1=16.1 ns alpha1=13.5 percent tau2=71.8 ns alpha2=48.4 percent tau3=326.1 ns alpha3=38.0 percent tau_avg=161.1 ns (Table S2 AIGS-30min). fs-TA Ga-rich variant (50 min) shows band-edge bleach at 474 nm + intragap bleach at 508 nm assigned to V_Ag defects (Figure 3b). XRD tetragonal AIGS intermediate between AgInS2 PDF75-0117 and AgGaS2 PDF75-0114 (Figure 1c); HRTEM d_112 spacing 3.30 A (Figure S1). QLED device ITO/PEDOT:PSS/PTAA/AIGS/TmPPPyTz/PO-T2T/LiF/Al: EL FWHM less than 30 nm (record for AIGS), EQE_max 1.2 percent (average 1.0 plus minus 0.2 percent Table S8), CE_max 4.5 Cd/A, L_max 1095.3 cd/m2 at 6.6 V, turn-on 4.2 V (Figure 5). PL peak not committed numerically as final (figure estimate 525 nm held in notes only per V014 lesson). PLQY not reported for baseline AIGS-30min (64 percent reported only for +GaCl3 post-injection variant). Residual DAP recombination contribution alpha3=38 percent at 30 min indicates narrow FTB emission is not yet fully dominant without further Ga enrichment; this is a honest uncertainty preserved in caution. caution_count=2 (PLQY unknown for baseline + residual DAP contribution at 30 min). Xie Liu Zhang Yang Niu Lin Bian Lu Zhang Tang ACS Nano 2026 20 2812-2820 DOI 10.1021/acsnano.5c17528. Wave 3 green-first closeout bundle 1.","closeout","0","0","0","1","ICP_at_percent_and_feed_molar","1","0","1","3","","33"
"V113","I-III-VI (V-series)","NR-V113-01","V113-S02","NTR-V113-01","literature_structured","AgInGaS2/GaSx","hot_injection","0","0","280","30","535","","solution","V113-S02 = LR-AIGS/GS DSA ligand-reshaped champion representative per wave 3 green bundle 1 closeout. system_tag=AgInGaS2/GaSx (core/shell existing vocab) route=hot_injection (reuse existing vocab). INC-018=1 NEW LIGAND VOCABULARY: dimercaptosuccinic acid (DSA) polyfunctional dithiol-dicarboxylate ligand for I-III-VI AIGS surface anchoring via S-Ga (thiol) and COO-Ga (carboxyl) coordination (Figure 1a-g). Two-step hot injection: Step I AIGS core In(DDTC)3 0.1 mmol + Ga(DDTC)3 0.6 mmol + OAm 20 mL vacuum 100C 20 min N2 to 200C swift Ag(OAc) 0.1 mmol injection maintain 200C 30 min; Step II GaSx shell Ga(acac)3 0.3 mmol + 1,3-dimethylthiourea DMTU 0.3 mmol in OAm 20 mL + AIGS core injection heat to 280C at 2 C/min maintain 30 min + GaCl3/OAm 3 mL 0.2 M injection additional 30 min. DSA ligand reshape via two-round purification each with 10 mg DSA stirred at RT under N2. PL peak 535 nm green (text + Figure 6c); FWHM 31 nm (from control 37 nm) (abstract + Figure 3b + Figure 6c); PLQY 89 percent (from control 30 percent) (abstract + Figure 3a + Fig S8). TR-PL LR QDs tau1 18.9 ns alpha1 17.5 percent tau2 67.5 ns alpha2 65.2 percent tau3 273.8 ns alpha3 17.3 percent tau_avg 94.6 ns (Table S2) - DAP alpha3 reduced from 25.8 to 17.3 percent. TEM 5.49 nm (Figure 2c); HRTEM d_112 spacing 0.318 nm (Figure 2d). XRD alloyed AIGS/GS tetragonal AgInS2 PDF23-1330 + AgGaS2 PDF65-0351 (Figure 2j). ICP-MS atomic ratio Ag:In:Ga:S = 1:0.26:0.69:1.73 from raw Ag 2.6 In 0.7 Ga 1.8 S 4.5 (Table S1). Urbach energy Eu 60 meV (from control 77 meV) (Figure 3d); electron trap density 1.33e19 cm-3 (from control 1.86e19); dielectric constant 9.3. XPS S 2p sulfide 162.6 eV + thiol 161.8 eV evidence of DSA thiol anchoring (Figure 1g); FTIR C=O shift 1681 to 1612 cm-1 indicates carboxylate coordinating Ga (Figure 1e). QLED ITO/PEDOT:PSS/PTAA/LR QDs/TPBi/LiF/Al: EL peak 531 nm FWHM 31 nm, EQE_max 8.4 percent RECORD FOR AIGS SYSTEM (from control 4.3 percent), L_max 1219 cd/m2 (from 684), turn-on 2.0 V (from 2.8), T50 5 h at 100 cd/m2 (from 1 h) (Figure 6 + Table S4). Table S4 comparison confirms 8.4 percent EQE is highest reported for AIGS QLED system. caution_count=1 (ICP composition reported as Ag-normalized atomic ratio not as atomic percent; conversion sum gives Ag/(In+Ga+S)=1:0.95:1.73 equivalently). Xu Zhao Wang Yao Wang Wu Song Nano-Micro Letters 2026 18:242 DOI 10.1007/s40820-026-02086-y. Wave 3 green-first closeout bundle 1.","closeout","1","1","0","1","ICP_relative_and_feed_molar","1","0","1","1","89","31"
"V115","I-III-VI (V-series)","NR-V115-01","V115-S02","NTR-V115-01","literature_structured","AgInGaS2","heating_up","0","0","280","30","595","","solution","V115-S02 = NE-QDs In:Ga feed 4:1 uniform alloyed AIGS 280C 30 min narrow champion representative per wave 3 green bundle 1 closeout. system_tag=AgInGaS2 (no-shell alloyed uniform structure explicitly ruled out core-shell via HAADF + EDX + FFT analyses Figure 1c-h Fig S5 Fig S7 XPS depth profiling Table S1) route=heating_up (dominant defect self-compensation step is the 150 to 280C thermal ramp + 30 min hold) INC-018=0 reuse existing vocab. Heating-up procedure: Ag(Ac) 0.1 mmol + InI3 0.2 mmol + Ga(acac)3 0.05 mmol + OAm 3.5 mL + 1-ODE 6.25 mL + 1-DDT 1 mL heated to 50C vacuum 60-120 min under N2; temperature adjusted to 150C; 1.25 mL S precursor (0.64 mmol/mL) rapidly injected; maintained 150C 10-20 min to form broad-emitting BE-QDs intermediate (PL 611 nm FWHM 107 nm Eu 0.257 eV); temperature incrementally increased to 280C within 10-15 min; maintained 280C 30 min = NE-QDs formation via defect self-compensation Ag_interstitial migrating to compensate V_Ag. Paper-explicit champion per abstract: 'a typical 595 nm-emission QD demonstrated a representative fwhm of 30 nm and a PLQY of 95.9 percent'. PL peak 595 nm FWHM 30 nm PLQY 95.9 percent from Figure 5b In:Ga=4:1 sample. Record narrowest FWHM for AIGS alloyed QDs per Table S5 historical comparison (30 nm vs prior 32-48 nm for AIGS heat-up/hot-injection/seed-mediated). TR-PL triexponential tau1 17.30 ns tau2 120.15 ns tau3 647.13 ns tau_avg 322.81 ns (Table S6 In:Ga=4:1). Eg 2.09 eV (Figure S13a for 4:1). Urbach energy Eu 0.046 eV at 280C-30 min (5x reduction from BE-QDs 0.257 eV) confirming defect density reduction (Figure S9b-g). XPS Ag 3d5/2 single peak at 367.88 eV Ag+ (Agi defects peaks 368.39/368.08 eV disappear in NE-QDs vs BE-QDs) evidencing Agi defect reduction (Figure 3c). QLED device ITO/PEDOT:PSS/PTAA/NE-QDs/TPBi/LiF/Al for In:Ga=4:1 variant: EL peak 595 nm FWHM 33 nm EQE_max 0.12 percent L_max 19 cd/m2 turn-on 3.2 V (Figure 5e + Fig S16); green 4:4 variant achieves EQE 0.60 percent EL 535/35 nm (Figure 5d); narrow EL FWHM less than 40 nm validates high color purity per Rec. 2020 display standards. Shell boundary: no shell; uniform alloyed AIGS structure (shell_present_flag=0 shell_presence_ambiguity_flag=0). caution_count=2 (TEM size for 4:1 variant not separately reported only bulk NE-QDs 4:4 baseline 7.53 nm; ICP-MS atomic percent Table S3 represents ensemble not per In:Ga variant - Ag 27.30 In 33.36 Ga 39.34 is likely dominated by main 4:4 sample not the 4:1 variant). Yan Chen Zhang Luo Dong Zou Zeng ACS Energy Letters 2025 10 3755-3762 DOI 10.1021/acsenergylett.5c01454. Wave 3 green-first closeout bundle 1.","closeout","0","0","0","1","feed_molar_and_ICP_at_percent","1","0","1","2","95.9","30"
"V114","I-III-VI (V-series)","NR-V114-01","V114-S02","NTR-V114-01","literature_structured","AgInGaS2/GaSx","hot_injection","0","0","280","5","","","solution","V114-S02 core #2/GaSx Ag(OAc)+InI3+GaI3+GaSx shell starter-locked representative per wave3 green bundle2 closeout. System_tag=AgInGaS2/GaSx (core at 280C 5 min with 0.3/0.3/0.6 mmol Ag(OAc)/InI3/GaI3 feed + in-situ TOP 180C + GaSx shell at 240C 2 h via GaCl3 2.8 mmol+S-OLA 1.6 mmol in OLA 8 mL + DDT/TOP posttreat 200C 20 min). Route=hot_injection (swift 1.6 mL 1 M S-OLA + OTT 1.6 mL injection into pre-degassed metal halide + OLA/ODE 120C followed by core growth ramp to 280C). INC-018=0 reuse existing vocab (AgInGaS2/GaSx, hot_injection, OAm/OTT/DDT/TOP all existing). PLQY=91 percent explicit Fig 1b inset for core #2/GaSx band-edge predominant emission. PL_peak_nm_final and FWHM and TEM size kept blank per V014 lesson because paper does NOT textually quantify these for core #2 specifically (only for Fig 3 GaX3 series). Paper's Fig 3 all-iodide headline champion (V114-S07 in our enumeration) uses AgI+InI3+GaI3/GaSx and has PL 535 nm FWHM 35 nm PLQY 95 percent TEM 6.2 nm tau_avg 103 ns - scientifically distinct from starter-locked core #2/GaSx 91 percent even though both use GaI3 as Ga source; core #2 uses Ag(OAc) while headline champion uses AgI. Core #1 all-nonhalide exhibits defect-only PL; core #2 Ag(OAc)+InI3+GaI3 band-edge predominant 91 percent; core #3 AgI+In(OAc)3+GaI3 84 percent; core #4 AgI+InI3+Ga(acac)3 65 percent residual defect (because 0.6 mmol Ga acetylacetonate outnumbers 0.3+0.3 mmol iodide sources depriving iodine for surface passivation). Fig 3 GaX3 series (AgI+InI3+GaX3 fixed): GaI3 core 5.4 nm PL 536 25 percent -> shell PL 535 FWHM 35 95 percent tau 103 ns; GaBr3 core 6.2 nm 18 percent -> shell 7.3 nm 76 percent tau 134 ns; GaCl3 core 7.8 nm PL 560 9 percent -> shell PL 554 FWHM 37 63 percent tau 182 ns. Composition (ICP): GaI3 core In/Ga 0.83 (bulk) vs XPS 0.38 (surface) Ga-rich radial inhomogeneity; GaCl3 core In/Ga 1.67 vs XPS 1.03 Ga-less. HSAB rationale: hard Ga3+ binds I- less strongly than Cl- so GaCl3 is less reactive producing Ga-less cores; larger halide (iodide) also provides better surface shielding and size homogeneity. Ternary AIS/GaSx with InX3 validation: InI3 609 nm 55 percent -> InBr3 620 nm 42 percent -> InCl3 632 nm 27 percent consistent trend. Characterization: UV-vis Shimadzu UV-2450, PLQY Otsuka QE-2000 integrating hemisphere, HR-TEM JEOL JEM-ARM200F NEOARM, XRD Rigaku Ultima IV Cu Ka, XPS Thermo K-Alpha, ICP-OES PerkinElmer Optima 8300, TCSPC Edinburgh FS5. Stability: AIGS/GaSx GaI3 >90 percent at RT 48h ~75 percent at 85C 48h (Fig S11). CCE 16.7-24.5 percent on blue LED PDMS plates (Fig S12). caution_count=3 (PL_peak_nm_final blank per V014 + FWHM blank per V014 + TEM size not measured for core #2 specifically). Yuri Kim Hyo-Jin Yeo et al Heesun Yang Hongik University Chem Eng J 514 (2025) 163270 DOI 10.1016/j.cej.2025.163270. Wave 3 green bundle 2 green rebalance closeout.","closeout","1","0","0","1","feed_molar_fixed_0.3_0.3_0.6","1","0","1","3","91",""
"V116","I-III-VI (V-series)","NR-V116-01","V116-S03","NTR-V116-01","literature_structured","AgInGaS2","heating_up","0","0","280","15","564","","solution","V116-S03 = Fig 1a AIGS Ag/In=1:1 seed + Ga3+ cation exchange at 280C 15 min WITHOUT DDT narrow-band champion per starter lock (starter '120 min' clerical-corrected to '15 min' because Fig 1a no-DDT experiment has time points 0/15/30 only; 564/42 numerics are text-explicit ONLY for 15 min Fig 1a). Seed-mediated growth protocol: AIS seed NCs first synthesized by dropwise DMTU (1.2 mmol in 5 mL OAm) injection into AgOAc (1.2 mmol) + In(OAc)3 (1.2 mmol) + OAm 22 mL + DDT 1.0 mL at 135C over 30 min then hold 135C 30 min; AIS seeds exhibit broad PL 740 nm FWHM>120 nm ICP Ag 38.7 In 61.3 percent purified in chloroform as 30 mg/mL stock. AIGS synthesis: 3 mL AIS seeds + Ga(acac)3 0.3 mmol + DMTU 0.3 mmol + OAm 8 mL + DDT 0 mL (NO DDT for Fig 1a champion) in 4-neck flask → degas 80C 30 min → heat to 280C N2 → hold 15 min alloying → cool → ethanol precipitation 3x → hexane. System_tag=AgInGaS2 (alloyed no shell; paper explicitly rules out core/shell via HAADF + EDS mapping + HRTEM lack of shell lattice fringes + etch XPS gradient alloy with Ga-rich surface). route=heating_up (80C→280C ramp with no swift injection at alloying T). INC-018=0 reuse existing vocab (AgInGaS2, heating_up, OAm/DDT/DMTU all existing). PL peak 564 nm FWHM 42 nm explicit Fig 1a text 'around 564 nm' + 'FWHM decreases to 42 nm'; residual broad-band luminescence at 700 nm coexists (α3=56.2 percent DAP recombination Table S1) = +1 caution. Size 4.8 plus minus 1.2 nm Fig S1c histogram numeric. ICP Ga 88.5 Ag 3.4 In 8.1 percent (Table S2 '15 min' column). TR-PL triexponential tau1 10.9 ns alpha1 4.1 percent tau2 46.4 ns alpha2 39.7 percent tau3 147.5 ns alpha3 56.2 percent tau_avg 101.7 ns Table S1. XRD tetragonal AgGaS2 phase PDF 27-0615 — KEY narrow-band-enabling t-AgGaS2 phase formed via partial Ga CE from initial t-AgInS2 PDF 25-1330; t-AgGaS2 phase transforms BACK to t-AgInS2 at 30 min explaining narrow-band intensity decrease with over-reaction. Narrow-band PL mechanism: radiative recombination from CB bottom to V_Ag (silver vacancy) deep trap states verified by (i) TR-PL τ2 component intensity tracking narrow-band relative intensity and (ii) TA spectra showing GSB at 527 nm (CB edge electrons) + SE at 565 nm (near-PL peak); Ga3+ alloying eliminates fast surface defect S-states and shallow donor states enabling concentrated radiative channel CB→V_Ag. Seed-mediated CE mechanism: Ga3+ initially accumulates on AIS seed surface (amorphous layer at 250C with 91 percent Ga already by ICP but t-AgInS2 XRD phase retained) then diffuses inward intensifying CE reaction; DDT in Fig 2/Fig 4 separate sample (V116-S05 Ag/In=1 DDT 0.2 mL 120 min) regulates Ga CE rate via HSAB (S-H soft base slows Ga3+ hard acid) achieving stable narrow-band state (tau2 42.1 percent up from 32.2 percent Table S3) and gradient alloy Ga-rich surface 77.8 percent Step 0 to bulk 68.7 percent Step 3 Table S6. Ag/In feeding ratio modulation (Fig 3 non-committed contrast): Ag/In=1:4 → 5.7 nm AIGS FWHM>55 nm PL~564 nm Ga 78.9 percent; Ag/In=2:1 → 3.5 nm AIGS FWHM<40 nm PL~544 nm Eg 2.44 eV Ga 88.5 percent = V116-S11 PAPER HEADLINE narrowest FWHM sample DISTINCT from V116-S03 Ag/In=1:1 starter rep; lower actual Ag/In in seeds (0.88→0.42) generates more V_Ag and concentrates narrow-band radiative channel. Large-size variant (V116-S14 ~8 nm AIGS from sulfur powder) PL 586 nm FWHM 38 nm orthorhombic AgInS2 — shows size controls PL position. PLQY NOT REPORTED in V116 paper (entire 9-page communication + 10-page SI does not state any PLQY value) → +1 caution. caution_count=2 (PLQY not reported + residual broad-band DAP α3=56.2 percent coexisting with narrow-band). Lin Wang Xie Wang Feng Xiao Zhang Tang Beijing Jiaotong University Nanoscale 2024 16 4591-4599 DOI 10.1039/d3nr06037c. Wave 3 green-yellow rebalance single-paper closeout continuation after V114.","closeout","0","0","0","1","feed_molar_and_ICP_atomic_percent","1","1","1","2","","42"
"V117","I-III-VI (V-series)","NR-V117-01","V117-S06","NTR-V117-01","literature_structured","CuGaS2/ZnGa2O4","hot_injection","0","0","290","20","475","","solution","V117-S06 = CGS QDs with Zn(St)2 zinc stock at 290C nucleation 20 min (Fig 3 Zn source comparison sample) starter-locked REP. Paper-level finding: first narrow-bandwidth Cu-based I-III-VI QD reported in literature — blue-emitting CuGaS2 at 475 nm FWHM 29 nm via hot-injection. Hot-injection protocol: CuCl 0.05 mmol + GaCl3 2 mmol + S powder 2.5 mmol + ODE 6 mL + DDT 2.5 mL + OLA 8 mL + OA 0.6 mL in 3-neck flask → degas 120C 35 min → heat to 290C in 8 min → nucleation hold 20 min (THE KEY narrow-band forming step) → Zn stock (Zn(St)2 6 mmol + ODE 6 mL + DDT 3 mL + OLA 1.6 mL + OA 0.6 mL preheated to 150C) swift-injected → 230C 15 min coating stage 1 → 250C 60 min coating stage 2 → cool RT → isopropanol precipitate 8000 rpm 3 min → hexane/ethanol wash 3x. STARTER PLQY MECHANICAL CORRECTION: starter said 32 percent but Fig 3b explicit shows Zn(OAc)2 32 percent vs Zn(St)2 40 percent vs Zn(Acac)2 13 percent; Zn(St)2 is the ENHANCED PLQY source (text: 'the use of Zn(St)2 leads to an enhanced PLQY due to stronger coordination ability of stearate'); committed PLQY=40 percent to match actual Zn(St)2 Fig 3b value preserving user-locked Zn(St)2 source and 475/29 axis. system_tag=CuGaS2/ZnGa2O4 reflecting XRD co-phase (CuGaS2 PDF 82-1531 + ZnGa2O4 PDF 86-0409 + ZnS PDF 05-0566 all detected) and HRTEM lattice fringes (d(111)=3.12 Angstrom CuGaS2 + d(110)=2.94 Angstrom ZnGa2O4 observed for 290C sample). INC-018=1 new_system_tag: V117 is the FIRST Cu-based I-III-VI entry in the v1 literature spine (all prior V0XX entries are Ag-based AIGS/AgGaS2 variants); CuGaS2/ZnGa2O4 is new vocabulary variant with ZnGa2O4 gallate co-phase. FIRST blue-side rebalance entry in spine: 475 nm blue falls in 450-500 nm bin (prior I-III-VI NRs in green/yellow 500-650 nm); this is the first CGS blue entry. Nucleation T threshold ~260C: below 260C broad 88 nm defect emission dominates; above 260C narrow 475 nm emerges and becomes dominant by 290C (FWHM 88→88→88→57→38→29 nm for 240→250→260→270→280→290C series Fig 1b). PLQY rising monotonically 23→26→27→27→28→32 percent for 240→250→260→270→280→290C Zn(OAc)2 series. Paper explicitly rules out ZnGa2O4 as narrow-band origin: (1) Zn(Acac)2 sample at 290C has NO ZnGa2O4 XRD peak but still shows 475 nm peak (though broader 39 nm FWHM due to Zn(Acac)2 inferior reactivity); (2) ZnGa2O4-without-Cu control (Fig S9 no CuCl or no S) has NO PL signal despite XRD confirming ZnGa2O4 synthesis; (3) Zn(St)2 sample has LESS ZnGa2O4 than Zn(OAc)2 but same 29 nm FWHM and HIGHER 40 percent PLQY — these comparative experiments prove narrow emission is NOT from ZnGa2O4 but from CuGaS2 core. Narrow-band mechanism: CB bottom to V_Cu (Cu vacancy) recombination verified by femtosecond transient absorption fs-TA — sample 290 shows SHORTEST tau2 (31.10 ps) among 240/260/290 series (Table S4) consistent with faster more direct band-to-hole recombination; absence of sub-bandgap energy levels at 290C results in shortest fs-TA decay; narrow-band channel similar to AGZS narrow-band (Xie et al 2022 JPCL reference 16) attributed to +1 cation vacancies. Broad 495 nm peak in low-T samples (240/250) originates from Zn2+ diffusion into CGS cores confirmed by 0.2 mmol ZnCl2 control experiment (Fig S2) yielding matching 495 nm broad peak similar to low-T. ICP at 290C Zn(OAc)2 default variant: Cu 1.1 Ga 26.5 Zn 72.4 percent Ga/Zn 2.73 (Table S3); Zn(St)2 variant ICP NOT separately reported. TEM size for 290C Zn(OAc)2 CGS core 3.5 plus minus 0.70 nm (Fig S5f) and coated QDs 4.8 plus minus 0.83 nm (Fig S6f); Zn(St)2 variant TEM NOT separately reported. Shell/co-phase ambiguity: ZnGa2O4 is a co-phase distinct from strict epitaxial shell (HRTEM shows ZnGa2O4 lattice fringes alongside CuGaS2 not as enveloping shell); shell_presence_ambiguity_flag=1 reflects this. caution_count=3 (Zn(St)2 variant TEM size not reported + Zn(St)2 variant ICP not reported + shell/co-phase ambiguity). Niu Xie Chen Sun Li Wang Zhang Yang Tang Beijing Jiaotong University Adv Optical Materials 2024 12 2400762 DOI 10.1002/adom.202400762. Wave 3 single-paper V117 closeout continuation after V116 — FIRST BLUE-SIDE CGS rebalance entry in I-III-VI spine + FIRST Cu-based I-III-VI entry + new vocabulary CuGaS2/ZnGa2O4 system tag.","closeout","1","0","1","1","feed_molar_and_ICP_atomic_percent","1","0","1","3","40","29"
