paper_id,corpus,recipe_id,sample_id,normalization_trace_id,data_quality_tier,system_tag,route,unknown_route_flag,route_inferred_flag,T_growth_C,time_min,PL_peak_nm_final,PL_peak_nm_core,measurement_state,notes_text,stage_source,shell_present_flag,postprocess_present_flag,shell_presence_ambiguity_flag,ratio_reported_flag,ratio_definition_type,precursor_purity_reported_flag,injection_rate_reported_flag,process_sensitive_reporting_flag,caution_count,QY_percent_final,FWHM_nm_final
L045,InP (L-series),NR-L045-02,L045-S04,TRC-L045-02,literature_structured,InP/ZnS/ZnS,hot_injection,no,no,140,2,474,,final_purified,InP/ZnS/ZnS-OT after DDT->OT ligand exchange: parent S02 + OT exchange at 250C/30min; PL 474nm QY 92% (slight decrease from 93%); first exciton 431nm; postprocess_present_flag=1; same core T/time as parent; representative for 'after ligand exchange' state; Zhang2022,main_text,1,1,0,0,,0,0,1,0,92,
L046,InP (L-series),NR-L046-01,L046-S03,TRC-L046-01,literature_structured,InP/ZnSe/ZnS,hot_injection,no,no,230,30,721,,final_purified,"InP/ZnSe/ZnS pre-Al2O3 representative: InP core (tris(diethylamino)phosphine + In(I)Cl at 230C, time blank in main pages) + ZnSe shell at 320C/40min + ZnS shell at 300C/60min; PL 721nm QY 38.3% FWHM 107meV; size 11.1nm; deep red; Saha2024 Small open access; T_growth = core temperature; core time blank pending SI; option_A approved: InP/ZnSe/ZnS canonical tag [EXTGAP-FILL: t blank→30 (Exp Sec p.7 ""maintained for 30 min for the growth of the InP QDs"")]",main_text,1,0,0,0,,0,0,1,0,38.3,
L046,InP (L-series),NR-L046-02,L046-S04,TRC-L046-02,literature_structured,InP/ZnSe/ZnS,hot_injection,no,no,230,30,725,,final_purified,"InP/ZnSe/ZnS/Al2O3 deep red MAIN representative: parent S03 + Al(IPA)3 amorphous coating at 230C/3h; PL 725nm QY 42.5% FWHM 107meV (45nm); size 11.5nm; option_A APPROVED at GATE-L046-006: system_tag=InP/ZnSe/ZnS (not composite) + postprocess_present_flag=1 (Al2O3 amorphous post-coating, NOT epitaxial shell); shell_present_flag=1 from ZnSe+ZnS only; UNIQUE >700nm InP candidate; deep_red >650nm gap fill; Saha2024 Small open access [EXTGAP-FILL: t blank→30 (Exp Sec p.7 ""maintained for 30 min for the growth of the InP QDs"")]",main_text,1,1,0,0,,0,0,1,0,42.5,45
L047,InP (L-series),NR-L047-01,L047-S04,TRC-L047-01,literature_structured,In(Zn)P/ZnS,hot_injection,no,no,200,20,466,,final_purified,"In(Zn)P/ZnS narrow blue MAIN representative: InCl3+ZnI2+OAm; degassed 130C/1h; core at 200C/20min via (DMA)3P injection; Zn(ClO4)2 (0.55 mmol) injected 3min after P; ZnS shell DDT+ZnSt2+ODE at 300C/45min; PL 466nm FWHM 41nm QY 34%; In:Zn=1:1.33; option_A APPROVED at GATE-L047-006: NEW system_tag In(Zn)P/ZnS registered (alloy core, NOT pure InP, distinct from L032 InZnP/ZnSe lattice-matched); narrowest blue In(Zn)P FWHM reported; Zhou2023 Adv Opt Mater (reference-derived from L042 ref 26)",main_text,1,0,0,1,In:Zn_mol_ratio,0,0,1,0,34,41
L047,InP (L-series),NR-L047-02,L047-S03,TRC-L047-02,literature_structured,In(Zn)P/ZnS,hot_injection,no,no,200,20,478,,final_purified,In(Zn)P/ZnS without Zn(ClO4)2 control: same core synthesis without Zn(ClO4)2 injection; same ZnS shell protocol (300C/45min); PL 478nm FWHM 49nm QY 31%; In:Zn=1:0.88; serves as comparison row to NR-L047-01 to show Zn(ClO4)2 effect on bandgap/FWHM; Zhou2023; option_A In(Zn)P/ZnS new tag applies,main_text,1,0,0,1,In:Zn_mol_ratio,0,0,1,0,31,49
L048,InP (L-series),NR-L048-01,L048-S04,TRC-L048-01,literature_structured,InP/GaP/ZnS/ZnS,hot_injection,no,no,200,,,,final_purified,"InP/GaP/ZnS/ZnS thick shell blue MAIN representative: SI Experimental — 0.24 mmol In acetate + 1 mmol Zn acetate + 2.17 mmol myristic acid + 4 mL ODE → 120C/1h; Ga precursor (0.068 mmol GaCl3) + P precursor (0.26 mmol (TMS)3P) added at RT; mixture heated to 200C → fast inject 1.4 mmol OT → 5 min at 300C (first ZnS shell); thick outer ZnS via 12 mL Zn stock (4 mmol ZnO + 4 mL OA) + 1 mL OT slowly added within 90 min at high T; size 7.0±0.9 nm (text+abstract); QY 81% (text+abstract+SI Fig S6 solution); FWHM 45 nm (text+abstract). PL_peak_nm_final BLANK per option_A_revised at GATE-L048-006: no explicit solution PL peak number in main text, table, or caption — Fig 2a + SI Fig S3a/S3b show solution PL spectra visually ~485 nm but figure-only (no numeric). EL @5V = 488 nm (main p.964; Fig 4f) is solid-film device measurement explicitly red-shifted from solution PL — modality mismatch — NOT used as PL_peak_nm_final. Device metrics (separate): EQE 1.01% optimized, brightness 3120 cd/m². T_growth_C=200 from SI Experimental (heating endpoint before OT injection); core hold time blank (immediate ramp 200C→300C with no explicit InP/GaP hold). NEW system_tag InP/GaP/ZnS/ZnS pending truth gate vocabulary registration (4-layer with GaP bridge; verified absent in spine 19-tag vocab via INC-018 process improvement enumeration check; distinct from L019/L020 single-ZnS InP/GaP/ZnS). INC-019: shortlist had wrong InP/ZnS/ZnS, corrected to actual InP/GaP/ZnS/ZnS at round1 intake. INC-001: DOI corrected from 9b03059 to 9b03567. Zhang2020 J Phys Chem Lett, 11, 960-967.",main_text,1,0,0,0,,0,0,1,3,81,45
L049,InP (L-series),NR-L049-01,L049-S01,TRC-L049-01,literature_structured,InP/ZnSe/ZnS,hot_injection,no,no,305,40,606,,final_purified,"InP-HF/ZnSe/ZnS mid-sized 13.4 nm BASE representative: SI Section 4 Experimental — In(OAc)3 1 mmole + OA 3.4 mmole + 20 mL ODE in 100 mL flask; degassed 150C; cooled 30-32C; injected 5 mmole P(TMS)3 + 6.66 mL TOP; heated to 305C at 20C/min ramp; held 1 min; slow injection In(OA)3 + 0.05M P(TMS)3/TOP via syringe pump 25 mL/h × 40 min; 800 µL TOPSe added; cooled. HF one-off treatment at 150C (replaces in-situ HF). ZnSe shell ~3h + ZnS shell ~6h via syringe pump injection. Table 1 row 1 explicit: PL 606 nm, PLQY 99.9%, FWHM 37.2 nm; size 13.4 nm. T_growth_C=305 (core growth at 305C, slow injection 40 min explicit). 6 sub-variants in mid-sized series (606-630nm tunable by InP core size); chose 606nm as smallest/baseline representative (highest QY 99.9%). CAUTION: PL 606-630nm SATURATED zone — coverage value low. Existing system_tag (count was 32, increases to +1). Chen2025 Adv Mater, 37, 2407026.",main_text,1,0,0,0,,0,1,1,1,99.9,37.2
L049,InP (L-series),NR-L049-02,L049-S05,TRC-L049-02,literature_structured,InP/ZnSe/ZnSeS/ZnS,hot_injection,no,no,305,40,630,,final_purified,"InP-HF/ZnSe/ZnSeS/ZnS ULTRA-LARGE 20.8 nm dual Se/S precursor MAIN morphology novelty: same InP core protocol as S01 (305C/40min slow injection); HF one-off 150C; ZnSe layer first ~2h; then dual Se/S precursor (TOPSe + TOPS premixed Se/S=25/75 molar ratio) for ZnSeS gradient interlayer ~2h; ZnS outer shell ~12h total. Final size 20.8 nm shield-like morphology (Fig 4); PL 630 nm; PLQY ~90% (abstract: ≈90%); FWHM 42.6 nm (abstract). Stress-released morphological shell — main paper innovation. Existing system_tag InP/ZnSe/ZnSeS/ZnS (count was 2, increases to +1). T_growth_C=305 (core); time_min=40 (core slow injection). CAUTION: PL 630nm SATURATED zone — morphology novelty justifies inclusion despite saturation. Continuous slow injection rates explicit (Fig 2a slow growth path); injection_rate_reported_flag=1. Chen2025 Adv Mater, 37, 2407026.",main_text,1,0,0,0,,0,1,1,1,90,42.6
L050,InP (L-series),NR-L050-01,L050-S01,TRC-L050-01,literature_structured,InP/ZnMnS/ZnS,hot_injection,no,no,200,20,513,,final_purified,"InP/ZnMnS/ZnS GREEN MAIN representative: main text p.18962-18963 — InX3 (mixed Br/Cl halogen for green core) 0.34 mmol + (DMA)3P 2.4 mmol + 5 mL OLA at 200C/~20 min for InP core; T raised 250C + MnCl2 added 5 min (Mn precursor in situ via OLA); T raised 300C + zinc stearate (in ODE) + DDT (S source) injected 45 min for ZnMnS shell (size 5.3 nm); after purification, outer ZnS via Zn(OA)2 + S-TOP (T/time NOT explicit in main text — SI 0.22 MB short — outer ZnS T/time blank). Final size 7.2 nm. PL ~530 nm (figure-derived from Fig 2A green region; main text gives '470 to 620 nm' range with green being mid). QY 80% (text+abstract HIGHEST in halogen series). FWHM 62 nm (text explicit: 'FWHM of blue, green, and red QDs are 47, 62, and 81 nm'). T_growth_C=200 (core P injection); time_min=20 (core hold). NEW system_tag InP/ZnMnS/ZnS — verified absent in spine 19-tag vocab via INC-018 process improvement enumeration check; ZnMnS = Zn1-xMnxS alloy intermediate shell where Mn²⁺ replaces Zn²⁺ (lattice mismatch 4.3% vs ZnS 7.7%); GENUINELY new (unlike L047 In(Zn)P/ZnS which was pre-existing). CAUTION: outer ZnS shell T/time blank (SI 0.22 MB insufficient); PL_peak figure-derived (medium confidence). Open access (ACS AuthorChoice). Zhang2019 ACS Omega, 4, 18961-18968. [NEARMISS-FIX: PL 530→513; 530 was phantom figure estimate not in paper. Text p.18965: ""PL peak at 513 nm"". Synthesis heading says 515 (nominal). 517 is EL/device.]",main_text,1,0,0,0,,0,0,1,2,80,62
L050,InP (L-series),NR-L050-02,L050-S02,TRC-L050-02,literature_structured,InP/ZnMnS/ZnS,hot_injection,no,no,200,20,470,,final_purified,"InP/ZnMnS/ZnS BLUE: same core+shell protocol as S01 but Cl-only halogen (Br:Cl=0:1 from Fig 2A) for smallest InP core; PL 470 nm (text+abstract explicit endpoint of halogen series); QY 38% (text explicit 'QY 38, 80, 41% blue/green/red'); FWHM 47 nm (text explicit). T_growth_C=200, time_min=20 (same as S01 core protocol). Same NEW system_tag InP/ZnMnS/ZnS as NR-L050-01 (vocabulary registration shared). Blue gap fill candidate (450-500 nm region). CAUTION: outer ZnS T/time blank (same SI limitation as S01). Open access. Zhang2019 ACS Omega.",main_text,1,0,0,0,,0,0,1,1,38,47
L051,InP (L-series),NR-L051-01,L051-S02,TRC-L051-01,literature_structured,InP/ZnSe/ZnS,hot_injection,no,no,290,,620,,final_purified,"InP/ZnSe/ZnS ZnF2-assisted in-situ HF route MAIN rep: source L051-S02, Li2022 Nano Lett 22 4067-4073. QY 90% (text p.4068), FWHM 36 nm (text; abstract 35 nm — rounding variance), PL 620 nm solution (text explicit; distinct from device EL 627-630 nm Stark shift), size ~12 nm total, lifetime ~50.9 ns. Route novelty: ZnF2 + carboxylic acid -> in-situ HF at high T (330 C) -> eliminates InPOx surface oxide; safer alternative to direct HF (cf. L030/L049 family). Shell architecture: ZnSe ~3.8 nm (75 min at 330 C) + ZnS ~0.5 nm (25 min at 330 C). T_growth_C=290 from L051-S01-PE02 P_injection event (initial hot injection trigger temperature; growth temperature drops to 270 C after nucleation per paper). time_min=BLANK per semantic outlier protection: L051-S02 uses dropwise slow P-feeding protocol (L051-S01-PE03, 300 min total at 270 C with variable rate schedule 5 -> 2 -> 1 mL/h) for size-focusing growth; this does NOT match the spine time_min convention (93 existing NRs pre-round3, hot_injection range 1-120 min, median 20, Q3 30, max 120); populating time_min=300 would be 2.5x the current spine maximum — hard semantic outlier that would skew downstream scatter plots and cluster analysis. Blank maintained for cross-paper comparability; full slow-feeding protocol including variable rate schedule preserved in raw_process_events L051-S01-PE03 as source of truth. L049 40-min slow-injection precedent does NOT apply (L049 40 min sits within spine Q3; L051 300 min is outlier-scale). Device metrics (device stage only — not PL_peak_nm_final per L048 modality precedent): EQE 22.2%, brightness >110000 cd/m2, T95 >32000 h @100 cd/m2. Existing system_tag InP/ZnSe/ZnS (count=34 pre-round3). CAUTION: saturated zone 600-650 nm — keep justified by route novelty (ZnF2 in-situ HF) only; coverage value low. CAUTION: time_min blank due to slow-feed semantic outlier (see above). CAUTION: route does NOT distinguish ZnF2-assisted from direct HF under hot_injection label — ZnF2 novelty captured in notes_text + raw events only; sub-qualifier TBD as non-blocking.",main_text,1,0,0,0,,0,0,1,3,90,36
L052,InP (L-series),NR-L052-01,L052-S07,TRC-L052-01,literature_structured,In(Ga)P/ZnS,cation_exchange,no,no,410,60,576,,final_purified,"In(Ga)P/ZnS molten-salt cation exchange MAIN rep: source L052-S07 In0.6Ga0.4P/ZnS, Srivastava2018 JACS 140 12144-12151 (Talapin group, U Chicago + UIC + Argonne). Key metrics: QY 46% solution (text p.12148, Rhodamine 6G reference OD 0.05-0.1), PL 576 nm (Fig 5b), FWHM 50 nm (text + Fig 5 caption). Composition x_Ga: XRD Vegard 0.40 / ICP-OES 0.47 (dual composition reporting standard for alloy QDs). Parent chain: L052-S04 bare In0.6Ga0.4P alloy core (formed from pre-synthesized InP parent core via cation exchange at 410 C / 60 min) -> L052-S07 ZnS shelled final (post-exchange conventional colloidal shelling). Route: cation_exchange (reduced from draft cation_exchange_molten_salt for route granularity consistency with spine convention). Vocabulary reduction rationale: spine 14 existing routes (hot_injection, heating_up, modified_SILAR, aminophosphine, one_pot families) contain ZERO solvent/medium in route names; all qualifiers are method/precursor/scale/chemistry type (MSC_mediated, layer_by_layer, InBr3, GHAS, one_pot_HF, gram_scale). Molten salt identity CsBr:LiBr:KBr eutectic (25:56.1:18.9 mol%, mp 236 C, used 380-450 C) is the reaction medium that enables cation exchange at this high temperature range — classified as medium not method. Medium detail preserved in this notes_text and in raw_process_events L052-S04-PE06/07 as source of truth. Future cation_exchange papers in other media (conventional solvents, supercritical fluids, different salt systems) can reuse the same base route `cation_exchange` with medium noted in row-level notes — prevents vocabulary explosion and preserves scalability. CAUTION: NEW BASE ROUTE vocabulary `cation_exchange` registered via this NR (spine 14 routes pre-round3 had 0 cation_exchange variants). CAUTION: dual composition reporting — XRD Vegard x_Ga=0.40 vs ICP-OES x_Ga=0.47 differ (systematic offset across all compositions in Table S2); both values reported in raw_measurements, normalized row uses XRD 0.40 as canonical. CAUTION: alloy composition series x=0.28-0.78 spans 4 bare alloy cores (L052-S03/S04/S05/S06) differentiated by cation exchange temperature (400/410/420/425 C) not by GaI3 dose; only S07 (x=0.40) and S08 (x=0.50) are ZnS-shelled; S08 not promoted as separate NR due to composition parentage ambiguity (no explicit bare In0.5Ga0.5P core in Table S2; x=0.5 inferred from Fig 5b color interpolation). Out-of-scope note: paper also reports In1-xGaxAs NIR samples (Fig 2b As panels, Fig 7, SI Figs S6/S7/S9/S21-S24); NOT extracted per InP-family scope rule. Existing system_tag In(Ga)P/ZnS (count=3 pre-round3).",main_text,1,0,0,1,molar_Ga/(Ga+In),0,0,1,3,46,50
L053,InP (L-series),NR-L053-01,L053-S03,TRC-L053-01,literature_structured,InP/GaP/ZnS/ZnS,heating_up,no,no,300,,527,,final_purified,"InP/GaP/ZnS/ZnS green thick-shell MAIN rep: source L053-S03, Zhang2019 Adv Opt Mater 7 1801602 (Henan University + Beijing Jiaotong U). Route: conventional heating_up method (P precursor added cold, heated to 300°C) — DISTINCT from L048 hot_injection despite same system_tag. Shell architecture: thick ZnS via 3 slow Zn+OT additions (text says '4th time growth' counting initial 10min OT injection = 4 total ZnS-related events). Key metrics: PL 527 nm solution (text p.4 explicit, 'PL QY of InP/GaP/ZnS//ZnS core/shell QDs can maintain about 70% with emission peak at 527 nm'; Fig 2b labeled 'in solution environment'), QY 70% solution integrating sphere (abstract + p.4 consensus; p.2 intro says 'up to 67%' as lower range), FWHM 58 nm, size 7.2±1.3 nm (abstract + Fig 4b TEM). Device metrics (separate device stage): EL 530 nm (3 nm shift from solution PL), EQE 6.3%, current efficiency 13.7 cd/A, luminance 2938 (paper typo: written 'cd cm⁻²' should be cd/m²). CAUTION: same system_tag as L048 InP/GaP/ZnS/ZnS (registered TG-L048-142 round 2) but distinct route heating_up vs L048 hot_injection + distinct color regime (green vs blue) — complementary pair NOT duplicate; shared author Huaibin Shen only. CAUTION: QY within-paper range 67-70% (using 70% consensus). CAUTION: shell addition count terminology — text '4th time growth' vs methods 'repeated two times' = 3 Zn+OT additions + 1 initial OT. This is the CLEAN PL solution-explicit case contrasting with L048 blank modality-mismatch precedent: L053 has explicit numeric solution PL 527 nm in text. Intake metadata correction: intake pre-check said current efficiency 18 cd/A but paper text prevails at 13.7 cd/A (corrected in intake_record at raw extraction stage). Existing system_tag InP/GaP/ZnS/ZnS (count=1 pre-round3).",main_text,1,0,0,0,,0,0,1,3,70,58
L054,InP (L-series),NR-L054-01,L054-S09,TRC-L054-01,literature_structured,InP/ZnS,aminophosphine,no,no,220,30,720,,final_purified,"InP/ZnS deep red MAIN rep: source L054-S09, Yadav/Reiss 2023 JACS 145 5970-5981 (CEA Grenoble). Key metrics: PL 720 nm (Table 1 canonical; abstract/conclusions quote 728 nm — noted as aspirational, Table 1 used as primary per raw QC decision), QY 8% (Table 1 at 720 nm endpoint; text reports 16% at 700 nm intermediate stage), FWHM 112 meV (text-explicit unit, NOT force-converted to nm; paper also states 48 nm FWHM), tetrahedral InP edge length ~5-10 nm range (core grew larger with InCl halide choice; S09 InCl core 9.4±1.4 nm, core/shell 11.5±1.6 nm). Route novelty chemistry: In(I) halide (InI/InBr/InCl) acts as BOTH indium source AND reducing agent for aminophosphine P(NEt2)3 — zinc-free single-injection method; two coexisting reaction pathways observed by P NMR: reduction of transaminated aminophosphine by In(I) + redox disproportionation. Shelling protocol: low-T (140°C) ZnS shell via zinc diethyldithiocarbamate (ZDC) monomolecular precursor — alternative to conventional high-T ZnS (220-300°C). Core pre-shell surface treatment: room-temperature in-situ HF etching (benzoyl fluoride + octylamine, argon glovebox) → ~80% QY of InP core alone before ZnS shelling. Halide series context: InI/InBr/InCl tune InP core size; InP/ZnS emits 507-728 nm across halide series; only S09 (InCl, largest InP) promoted as NR representative — S07 InI and S08 InBr are series sub-variants documented in notes only. CAUTION 1: Table 1 (720 nm) vs abstract/conclusions (728 nm) — using 720 nm as canonical PL_peak_nm_final. CAUTION 2: PLQY 8% Table 1 at endpoint vs 16% text at intermediate 700 nm — using 8% canonical. CAUTION 3: FWHM preserved in meV unit (112 meV) per paper-explicit format; do NOT force conversion to nm. CAUTION 4: Route aminophosphine base + In(I) halide protocol — L052 vocabulary granularity precedent: keep base form, record In(I) halide chemistry in notes, NOT as new sub-variant; future truth gate may revisit if multiple In(I) halide papers accumulate. Modality confirmation: solution PL in toluene via integrating sphere Hamamatsu Quantaurus — CLEAN case, no L048 modality mismatch risk. Coverage value: 728 nm-level deep red fills the thin spine >700 nm band (pre-batch11 had only 2 rows: NR-L046-01 721 + NR-L046-02 725); NR-L054-01 at 720 nm adds a third deep-red row. Intra-table discrepancies (Table 1 vs Table S3 for InI/InBr series) documented in raw QC — non-blocking for S09 representative. Existing system_tag InP/ZnS (count=18 pre-batch11). Yadav2023 JACS 145 5970-5981.",table,1,0,0,0,,1,0,1,4,8,53
L055,InP (L-series),NR-L055-01,L055-S02,TRC-L055-01,literature_structured,In(Zn)P/ZnSe/ZnS,heating_up,no,no,305,2,531,,final_purified,"In(Zn)P/ZnSe/ZnS MSC-destabilized MAIN rep: source L055-S02, Jo/Lee 2023 Chem Mater 35 6161-6167 (Yonsei University Kangtaek Lee group). Key metrics: PL 531 nm solution (text explicit), PLQY 88% solution integrating sphere (narrower than S01 control 76%), FWHM 36 nm solution (narrower than S01 control 40 nm), VD ratio 0.37 high monodispersity index. Process novelty: MSC destabilization via TOP (tri-n-octylphosphine) + ZnCl2 additives during heating-up destabilizes metastable In(Zn)P magic-sized clusters (polytwistane crystal structure) — separates nucleation and growth stages, induces decarboxylation + ligand exchange reactions, additive surface passivation improves stability. Route: heating_up base (paper-explicit 'during the heating-up process') with P(SiMe3)3 injected at 130C during heat-up (NOT hot injection into pre-heated solvent) + ZnCl2/TOP 0.1 M stock 1 mL added dropwise at 230C + core dwell 305C 2min. Sample context: S01 control without additives polydisperse PLQY 76% FWHM 40nm baseline; S02 destabilized main rep PLQY 88% FWHM 36nm monodisperse (main paper claim); S03 bare In(Zn)P core intermediate not promoted (non-numeric TEM, no PL intensity). Shell chemistry note: ZnSe shell uses SnSt2 (tin stearate) as co-reagent — unusual, role unclear (possibly Se-transfer agent or Sn-doping concern); non-blocking flagged for future Yonsei Lee group paper cross-check. CAUTION 1: saturated zone 500-549 nm coverage value low (26 rows pre-batch11); keep justified by process novelty MSC destabilization mechanism only. CAUTION 2: route heating_up base + MSC destabilization protocol kept in notes per L052 vocabulary granularity precedent (base form + process detail in notes not new sub-variant). CAUTION 3: SnSt2 co-reagent unusual — non-blocking but flagged. Modality: solution PL in hexane via integrating sphere CLEAN case no L048 modality mismatch risk. Existing system_tag In(Zn)P/ZnSe/ZnS count=3 pre-batch11. Jo2023 Chem Mater 35 6161-6167.",main_text,1,0,0,0,,0,0,1,3,88,36
L056,InP (L-series),NR-L056-01,L056-S07,TRC-L056-01,literature_structured,In(Zn)P/Zn(Mg)Se/ZnS,heating_up,no,no,305,2,550,,final_purified,"In(Zn)P/Zn(Mg)Se/ZnS NEW SYSTEM_TAG MAIN rep: source L056-S07, Mulder/Houtepen 2020 ACS Appl Nano Mater 3 3859-3867 (TU Delft + IIT Genova + EMAT Antwerp). OPEN ACCESS (CC-BY-NC-ND). 3-layer architecture: In(Zn)P core / Zn_xMg_1-xSe lattice-matched alloy shell / ZnS outer protection shell. System_tag novelty: NEW vocabulary candidate — first Mg-containing shell in spine (INC-018 pre-gate enumeration check: post-round3 21-tag distribution contains ZERO Mg-containing tags — confirmed genuinely new); pending truth-gate vocabulary registration. Lineage: direct extension of L032 (Pietra/Houtepen 2016 ACS Nano In(Zn)P/ZnSe) by same Houtepen TU Delft group — ZnMgSe replaces ZnSe with Mg alloying to improve lattice match with InP (MgSe in zinc blende has near-perfect lattice match with InP; Zn alloying needed to stabilize zinc blende structure). Key metrics: PL ~550 nm solution (figure-read medium confidence — paper Fig 5 spectra for 0/25/50/75% Mg feed series; 0% Mg ~580 nm yellow, 75% Mg ~535 nm bright green, 50% Mg ~550 nm representative), PLQY ~50% uniform across all ZnS-protected samples (graph-read), FWHM ~50 nm for 50% Mg sample (FWHM narrows 90→50 nm across 0→75% Mg content — main paper claim is color purity improvement not PLQY enhancement). Composition: Mg feed 50% → actual ICP/XPS Mg:Zn ≈ 0.26-0.27 (standard alloy feed-vs-actual discrepancy across all compositions, lower actual than feed). Route: heating_up base for core (Ramasamy et al. adapted protocol, core anneal 305C 2min) + syringe-pump injection for Zn(Mg)Se shell at 200C + subsequent ZnS outer shell at higher T — shell delivery method kept in notes per L052 vocabulary granularity precedent (base heating_up + delivery method in notes, not new sub-variant). Modality: solution PL in toluene via FLS980 integrating sphere (N2 glovebox) — CLEAN CASE like L053 (not L048 blank modality precedent); PL_peak_nm_final CAN be populated despite phosphor application context. Free-standing Zn_xMg_1-xSe NCs (methodology development in paper) EXCLUDED at raw extraction stage — not InP-family. CAUTION 1: NEW system_tag vocabulary `In(Zn)P/Zn(Mg)Se/ZnS` pending truth-gate registration — genuinely new, INC-018 pre-gate enumeration check passed (0 Mg-containing tags in spine); first Mg-containing shell system in QD Recipe Navigator spine. CAUTION 2: PL_peak 550 nm is figure-read medium confidence — paper does not provide precise numerical table for all Mg fractions; approximate from Fig 5e graph (similar to L050 NR-L050-01 green figure-read precedent at PL 530 nm). CAUTION 3: PLQY ~50% and FWHM ~50 nm are also graph-read approximations — no precise numerical table for intermediate Mg fractions; S06 (0% Mg) and S07 (50% Mg) have more explicit values than S08 (25%/75% Mg flag record not promoted). CAUTION 4: Coverage value low — 550 nm is in saturated zone 550-599 nm (24 rows pre-batch11); keep justified by NEW system_tag vocabulary + FWHM narrowing claim (90→50 nm with Mg content), NOT for coverage gap. CAUTION 5: Composition dual reporting — Mg feed 50% vs actual ICP/XPS 0.26-0.27 (systematic lower actual than feed); both recorded in raw layer; canonical x value selection deferred to normalization convention. Existing system_tags: 21 total post-round3 (0 Mg-containing); NR-L056-01 registration adds potential 22nd tag. Mulder2020 ACS Appl Nano Mater 3 3859-3867.",figure,1,0,0,1,molar_Mg/(Mg+Zn),0,1,1,5,50,50
L057,InP (L-series),NR-L057-01,L057-S07,TRC-L057-01,literature_structured,InP/ZnS,aminophosphine,no,no,200,,607,,final_purified,"InP/ZnS continuous-flow MAIN rep: source L057-S07, Wang & Segets 2023 React Chem Eng 8 316-322 (UDE / CENIDE Duisburg-Essen). User-approved 2026-05-04 GATE-L057-006 option_A: route=aminophosphine (existing base form, count=4 pre-L057, NO new compound vocabulary), system_tag=InP/ZnS (existing, count=19 pre-L057, NO INC-018). Key metrics ALL text-explicit: PL emission peak 607 nm (main p.320 §3 + Fig 4a; HORIBA Fluorolog-3 @ 400 nm excitation; SOLUTION PL of final-purified InP/ZnS colloid in n-hexane), PLQY 30.9% (main p.320 §3 + Fig 4b inset + abstract + conclusion §4; absolute PLQY via integrating sphere F-3018), FWHM 90 nm (abstract + main + conclusion; paper attributes broadening to surface defects). Synthesis: customized tubular continuous-flow reactor with two heating boxes (HB1 core 200 C, core flow 0.06 mL/min; HB2 shell 200 C, DDT inline 0.03 mL/min, combined 0.09 mL/min); SS spiral tubes OD 1/16 inch ID 0.9975 mm length ~4.6 m; ayxessis GmbH dual-syringe pump for truly continuous flow; premixed precursor stock heat-transfer-only design. Precursor stock InCl3 (99.999%) : ZnCl2 (>=98%) : tris(diethylamino)phosphine PDEA (97%) = 4 : 20 : 16 mmol in oleylamine (Acros 80-90%); ZnCl2 acts as Lewis-acid catalyst (analogous to L016 L017 L054 sister precedents); paper does NOT report ICP/EDX of QDs, so system_tag remains InP/ZnS (NOT In(Zn)P/ZnS) per §9.4 + project curation rules system_tag-from-body rule. DDT used as S source instead of TOP-S. CAUTION 1: time_min blank per L051 NR-L051-01 / TG-L051-148 precedent — continuous tubular flow with separate HB1+HB2 zones is structurally not comparable to single-point growth-hold convention; explicit residence times in paper only at 0.03/0.05/0.1/0.3/1.5 mL/min (not at 0.06/0.09 mL/min used for REP); full per-zone flow-rate detail in raw_process_events PE-015/PE-016. CAUTION 2: first continuous-flow representative under aminophosphine route in spine (existing continuous_flow rows are CIS/ZnS only V078 V143); single-paper-precedent for methodology fold; future revisit per §9.6 if more flow-aminophosphine InP papers accumulate. CAUTION 3: FWHM 90 nm broader than sister aminophosphine cluster (37-53 nm L013/L016/L017/L018/L035/L054) — value preserved exactly as text-explicit; paper notes surface-defect-related broadening. Modality CLEAN final_purified solution PL in n-hexane (no device EL / film PL / phosphor matrix; no L048-style modality mismatch). Coverage: fills empty 580-700 nm orange-red gap in aminophosphine cluster (between L017 540 nm and L054 720 nm). License source_license=CC BY-NC 3.0 logged at CUR-L057-LICENSE-01. Existing system_tag InP/ZnS count=19 pre-L057. Wang2023 React Chem Eng 8 316-322 DOI 10.1039/d2re00378c.",text,1,0,0,0,,1,1,1,3,30.9,90
